,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
93,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.445816,-99.170462",1372550.0,MXN,1360133.48,72314.83,,65.0,,21116.153846153848,,,,http://anahuac-miguel-hidalgo.properati.com.mx/pn8h_venta_departamento_anahuac_lago-tlahuac_4_jorge-ramirez-linares
94,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.281164,-99.20237",436000.0,MXN,432055.69,22971.3,,50.0,,8720.0,,,,http://tlalpan.properati.com.mx/pwy6_venta_departamento_tlalpan_colima_114_jorge-ramirez-linares
95,sell,house,|Cuauhtémoc|Distrito Federal|México|,"19.436024,-99.15461",5122000.0,MXN,5076868.56,269924.16,63.0,0.0,4284.510476190476,,,,,http://cuauhtemoc.properati.com.mx/nfi8_venta_casa_cuauhtemoc_house-hunters-asesores
96,sell,store,|Álvaro Obregón|Distrito Federal|México|,"19.3446502,-99.1884795",971685.0,USD,18275937.32,971685.0,176.0,176.0,5520.9375,5520.9375,,,,http://alvaro-obregon.properati.com.mx/ike0_venta_local_alvaro-obregon
97,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.411434,-99.152197",463520.0,MXN,459326.7,24421.23,,50.0,,9270.4,,,,http://cuauhtemoc.properati.com.mx/q5eh_venta_departamento_cuauhtemoc_dr-marquez_24_nestor-davalos
98,sell,house,|Tlalpan|Distrito Federal|México|,,4950000.0,MXN,4906384.18,260859.94,180.0,270.0,1449.221888888889,18333.33333333333,,,,http://tlalpan.properati.com.mx/prcu_venta_casa_tlalpan_b-raices-inmobiliaria-s-c
99,sell,house,|Gustavo A. Madero|Distrito Federal|México|,,11500000.0,MXN,11398670.23,606038.24,564.0,0.0,1074.535886524823,,,,,http://gustavo-a-madero.properati.com.mx/pb30_venta_casa_gustavo-a-madero_martinez-y-asociados-bienes-raices
100,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.291001,-99.123926",1380000.0,MXN,1367516.0,72707.34,,65.0,,21230.76923076923,,,,http://tlalpan.properati.com.mx/qv4n_venta_departamento_tlalpan_la-teja_1_frank-galindo
101,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1387234,-86.8703338",650000.0,MXN,644119.84,34246.21,0.0,0.0,,,,,,http://cancun.properati.com.mx/nzyz_venta_casa_cancun_the-top-real-estate
102,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.428152,-99.106194",1275000.0,MXN,1263465.87,67175.26,,68.0,,18750.0,,,,http://venustiano-carranza.properati.com.mx/ort4_venta_departamento_venustiano-carranza_inventario-inmobiliario-8
103,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1645530165,-86.8199585397",455000.0,USD,8557867.5,455000.0,241.0,183.0,1887.966804979253,2486.338797814208,,,,http://cancun.properati.com.mx/cato_venta_departamento_cancun
104,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.369579,-99.174471",6731220.0,MXN,6670327.5,354644.31,,146.0,,46104.24657534246,,,,http://benito-juarez.properati.com.mx/pemi_venta_departamento_benito-juarez_bartolache_0_alfa-elite
105,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.313806,-99.106842",1100000.0,MXN,1090049.06,57955.13,,58.0,,18965.51724137931,,,,http://coyoacan.properati.com.mx/oswb_venta_departamento_coyoacan_teresa-vera_arq-elizabeth-nevarez-hernandez
106,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1078628699,-86.8461030722",8000000.0,MXN,7929509.74,421591.82,535.0,450.0,788.0220934579439,17777.777777777777,2.0,,,http://cancun.properati.com.mx/nh04_venta_casa_cancun_bienes-raices-cancun-q-roo
107,sell,apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",820000.0,MXN,812581.93,43202.91,,50.0,,16400.0,,,,http://iztacalco.properati.com.mx/pinu_venta_departamento_iztacalco_inventario-inmobiliario-8
108,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1902642,-86.8198375",3500000.0,USD,65829750.0,3500000.0,900.0,1000.0,3888.8888888888887,3500.0,2.0,,,http://cancun.properati.com.mx/czou_venta_casa_cancun
109,sell,apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",1210000.0,MXN,1199053.91,63750.64,,65.0,,18615.384615384617,,,,http://benito-juarez.properati.com.mx/oaar_venta_departamento_benito-juarez_irma-gomez
110,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394628,-99.143842",1400000.0,MXN,1387335.08,73761.07,,73.0,,19178.08219178082,,,,http://benito-juarez.properati.com.mx/o18n_venta_departamento_benito-juarez_xola_61_ivan-andres
111,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.404442,-99.162688",1434000.0,MXN,1421027.5,75552.41,,105.0,,13657.142857142857,,,,http://cuauhtemoc.properati.com.mx/odg7_venta_departamento_cuauhtemoc_medellin_340_fernando-vazquez-r
112,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",137052.0,USD,2577742.54,137052.0,0.0,75.0,,1827.36,,,,http://cancun.properati.com.mx/obhy_venta_departamento_cancun_jpm-realestate
113,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1390000.0,MXN,1377425.63,73234.21,160.0,0.0,457.7138125,,2.0,,,http://cancun.properati.com.mx/b9gi_venta_casa_cancun
114,sell,house,|La Magdalena Contreras|Distrito Federal|México|,"19.307093,-99.240212",3650000.0,MXN,3617838.86,192351.27,,85.0,,42941.17647058824,,,,http://la-magdalena-contreras.properati.com.mx/rarm_venta_casa_la-magdalena-contreras_fortin_55_juan-jose-hdez-c
115,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.436577,-99.230491",3898303.0,MXN,3863037.75,205387.87,,100.0,,38983.03,,,,http://manuel-avila-camacho.properati.com.mx/pfw5_venta_casa_manuel-avila-camacho_av-27-de-abril_0_ana-leon
116,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.338886,-99.252586",6006196.0,MXN,5951862.17,316445.34,,206.0,,29156.29126213592,,,,http://alvaro-obregon.properati.com.mx/oszn_venta_casa_alvaro-obregon_lafayette_0_adami-delgadillo
117,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1600000.0,MXN,1585525.89,84298.37,200.0,125.0,421.49185,12800.0,2.0,,,http://cancun.properati.com.mx/b38s_venta_casa_cancun
118,sell,house,|Iztapalapa|Distrito Federal|México|,"19.36177,-99.131771",5300000.0,MXN,5252054.69,279238.36,,280.0,,18928.571428571428,,,,http://sinatel.properati.com.mx/jdkj_venta_casa_sinatel_sur-77a_1
119,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.359901,-99.189606",891000.0,MXN,883148.97,46954.78,,90.0,,9900.0,,,,http://los-alpes.properati.com.mx/r1do_venta_departamento_los-alpes_av-revolucion_1297_arturo-nova
120,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.357981,-99.080612",838304.0,MXN,830720.47,44167.29,,49.0,,17108.244897959183,,,,http://iztapalapa.properati.com.mx/pdks_venta_departamento_iztapalapa_jorge-trejo_c56
121,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.496491,-99.149702",1161518.0,MXN,1151010.42,61196.29,,60.0,,19358.63333333333,,,,http://gustavo-a-madero.properati.com.mx/oaib_venta_departamento_gustavo-a-madero_unidad-lindavista-edificio_67_ricardo-bahena-leyte
122,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.474885,-99.188231",1350000.0,MXN,1337787.47,71126.75,,75.0,,18000.0,,,,http://azcapotzalco.properati.com.mx/pd3q_venta_departamento_azcapotzalco_centenario_419_claudia-salinas
123,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,,4122900.0,MXN,4085603.05,217221.1,,,,,,2.0,,http://cuauhtemoc.properati.com.mx/ns8n_venta_departamento_distrito-federal_alfa-inmobiliaria-elite
124,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.445032,-99.140207",1127920.0,MXN,1117716.36,59426.13,,133.0,,8480.601503759399,,,,http://cuauhtemoc.properati.com.mx/on7u_venta_departamento_cuauhtemoc_ogazon_0_edgar-hidalgo-salvador
125,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.36269,-99.150565",1260000.0,MXN,1248601.52,66384.96,,60.0,,21000.0,,,,http://benito-juarez.properati.com.mx/qvwg_venta_departamento_benito-juarez_avenida-pirineos_142_jose-maria
126,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",750000.0,MXN,743215.24,39514.86,110.0,120.0,359.226,6250.0,2.0,,,http://cancun.properati.com.mx/b435_venta_casa_cancun
127,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.365745,-99.159747",2700000.0,MXN,2675574.95,142253.5,,87.0,,31034.48275862069,,,,http://benito-juarez.properati.com.mx/q4ti_venta_departamento_benito-juarez_prolongacion-uxmal_985_hello-house
128,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.387764,-99.205826",1230000.0,MXN,1218872.99,64804.37,,84.0,,14642.857142857143,,,,http://alvaro-obregon.properati.com.mx/mb7i_venta_casa_alvaro-obregon_omar-flores
129,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.377171,-99.188503",2028000.0,MXN,2009653.99,106848.18,,80.0,,25350.0,,,,http://benito-juarez.properati.com.mx/oymd_venta_departamento_benito-juarez_miguel-angel_23_ubaldo-velasco
130,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.356318,-99.288261",2400000.0,MXN,2378288.93,126447.56,,69.0,,34782.608695652176,,,,http://lomas-de-memetla.properati.com.mx/o9p5_venta_departamento_lomas-de-memetla_amilcar-vidar_carpediem
131,sell,apartment,|Benito Juárez|Distrito Federal|México|,,1750000.0,MXN,1734580.24,92223.21,0.0,50.0,,35000.0,,,,http://benito-juarez.properati.com.mx/mrpa_venta_departamento_benito-juarez_suaznavar-bienes-raices
132,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.461256,-99.133059",735000.0,MXN,728350.88,38724.56,,178.0,,4129.213483146067,,,,http://cuauhtemoc.properati.com.mx/qvxa_venta_departamento_cuauhtemoc_maria-luisa-tetrazzini_109_enrique-segura
133,sell,house,|Tlalpan|Distrito Federal|México|,"19.284672,-99.220367",5000000.0,MXN,4955943.63,263494.89,486.0,325.0,542.1705555555556,15384.615384615385,2.0,,,http://tlalpan.properati.com.mx/bm7z_venta_casa_tlalpan
134,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3748723,-99.2731774",45000000.0,MXN,44603492.74,2371454.01,0.0,682.0,,65982.40469208211,,,,http://cuajimalpa-de-morelos.properati.com.mx/csy8_venta_departamento_cuajimalpa-de-morelos
135,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.3953217,-99.0568529",284240.0,MXN,281668.57,14975.6,13.0,44.0,1151.9692307692308,6460.0,,,,http://iztapalapa.properati.com.mx/b43s_venta_departamento_iztapalapa
136,sell,house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.623078,-87.099861",3900000.0,MXN,3864719.42,205477.28,,270.0,,14444.444444444443,,,,http://el-bambu-playa-del-carmen.properati.com.mx/hrir_venta_casa_el-bambu_bambu
137,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1143393,-86.8494584",3000000.0,MXN,2972861.16,158059.45,159.0,159.0,994.0845911949688,18867.924528301886,,,,http://cancun.properati.com.mx/mco9_venta_departamento_cancun_actual-real-estate
138,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.408904,-99.174556",2029333.0,MXN,2010975.1,106918.42,,105.0,,19326.98095238096,,,,http://cuauhtemoc.properati.com.mx/ltbo_venta_departamento_cuauhtemoc_cholula_51_heriberto-angeles-salvador
139,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.305704,-99.182983",3338667.0,MXN,3308464.42,175902.62,,100.0,,33386.67,,,,http://coyoacan.properati.com.mx/oypk_venta_departamento_coyoacan_alba_23_adami-delgadillo
140,sell,house,|Benito Juárez|Quintana Roo|México|,"21.180584,-86.8396",698000.0,MXN,691685.59,36775.16,,65.0,,10738.46153846154,,,,http://benito-juarez-quintana-roo.properati.com.mx/onw8_venta_casa_benito-juarez_silvestre-a-valencia
141,sell,house,|Coyoacán|Distrito Federal|México|,"19.3151933832,-99.1022586823",4950000.0,MXN,4906384.18,260859.94,160.0,260.0,1630.374625,19038.46153846154,,,,http://coyoacan.properati.com.mx/q9eo_venta_casa_coyoacan_quality-inmobiliaria-viendo-por-ti
142,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.359901,-99.189606",891000.0,MXN,883148.97,46954.78,,65.0,,13707.692307692309,,,,http://los-alpes.properati.com.mx/rabs_venta_departamento_los-alpes_a-v-revolucion_1297_antonio-pedro_euo
143,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4344523,-99.2040853",27000000.0,MXN,26762095.72,1422872.41,0.0,410.0,,65853.65853658537,,,,http://miguel-hidalgo-df.properati.com.mx/cn60_venta_departamento_miguel-hidalgo
144,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,,4279100.0,MXN,4240390.05,225450.73,,93.0,,46011.82795698925,,,,http://guadalupe-inn.properati.com.mx/kig7_venta_departamento_guadalupe-inn_san-angel-modern-living_carpediem
145,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.40627,-99.177827",8050000.0,MXN,7977177.44,424126.19,,155.0,,51935.48387096774,,,,http://cuauhtemoc.properati.com.mx/nepg_venta_departamento_cuauhtemoc_juchitan_1_encontrandomilugar-s-a-de-c-v
146,sell,apartment,|Benito Juárez|Distrito Federal|México|,,2472000.0,MXN,2450218.46,130271.87,0.0,82.0,,30146.34146341464,,,,http://benito-juarez.properati.com.mx/eqna_venta_departamento_benito-juarez
147,sell,apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",2370395.0,MXN,2348951.62,124887.77,,60.0,,39506.583333333336,,,,http://benito-juarez.properati.com.mx/im6q_venta_departamento_benito-juarez_victor-hugo-proyecto-de-26-deptos-en-pre-venta_0
148,sell,house,|Tlalpan|Distrito Federal|México|,"19.2931924224,-99.1565380117",6550000.0,MXN,6492286.05,345178.3,212.0,307.0,1628.1995283018866,21335.504885993487,3.0,,,http://tlalpan.properati.com.mx/bwgj_venta_casa_tlalpan
149,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",1300000.0,USD,24451050.0,1300000.0,,360.0,,3611.1111111111113,,3.0,,http://miguel-hidalgo-df.properati.com.mx/iinv_venta_departamento_miguel-hidalgo
150,sell,apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",839000.0,MXN,831409.99,44203.95,,50.0,,16780.0,,,,http://iztacalco.properati.com.mx/p2q2_venta_departamento_iztacalco_jorge-trejo_c56
151,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.402799,-99.151853",1630000.0,MXN,1615254.41,85878.96,,65.0,,25076.92307692308,,,,http://benito-juarez.properati.com.mx/oeqj_venta_departamento_benito-juarez_peten_38_ricardo-bahena-leyte
152,sell,house,|Benito Juárez|Distrito Federal|México|,"19.395511,-99.184236",7310000.0,MXN,7243871.64,385138.19,,442.0,,16538.46153846154,,,,http://benito-juarez.properati.com.mx/o9f6_venta_casa_benito-juarez_calle-1_0_adami-delgadillo
153,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"23.634501,-102.552788",3900000.0,MXN,3864719.42,205477.28,,123.0,,31707.31707317073,,,,http://cuajimalpa-de-morelos.properati.com.mx/qvff_venta_departamento_cuajimalpa-de-morelos_av-santa-fe_453_leticia-pineda-bustamante
154,sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6309116543,-87.0721301436",127400.0,USD,2396202.9,127400.0,0.0,36.0,,3538.8888888888887,,,,http://playa-del-carmen-centro.properati.com.mx/oksm_venta_departamento_playa-del-carmen-centro_alfahumana-inmobiliaria-s-c
155,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",1730000.0,MXN,1714349.82,91147.61,,90.0,,19222.222222222223,,,,http://benito-juarez.properati.com.mx/pe5z_venta_departamento_benito-juarez_diagonal-san-antonio_1906_ubaldo-velasco
156,sell,apartment,|Iztapalapa|Distrito Federal|México|,,229890.0,MXN,227810.24,12112.09,,50.0,,4597.8,,,,http://santa-martha-acatitla.properati.com.mx/q3h7_venta_departamento_santa-martha-acatitla_rosalio-bustamante_molen
157,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.36482,-99.220135",3346400.0,MXN,3316127.38,176310.04,,250.0,,13385.6,,,,http://lomas-de-tarango.properati.com.mx/pw2d_venta_casa_lomas-de-tarango_de-las-vegas_0_lic-joaquin-osvaldo-ugalde-hdez
158,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.137991,-86.870964",980000.0,MXN,971364.79,51644.99,140.0,140.0,368.8927857142857,7000.0,,,,http://cancun.properati.com.mx/ph8a_venta_casa_cancun_smart-home-cancun-real-state-company
159,sell,apartment,|Isla Mujeres|Quintana Roo|México|,"21.258469,-86.745197",360747.0,USD,6785109.94,360747.0,,133.0,,2712.3834586466164,,,,http://isla-mujeres-quintana-roo.properati.com.mx/pwr9_venta_departamento_isla-mujeres_playa-norte_1_claudia-sarmiento
160,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.410553,-99.133858",1488440.0,MXN,1474974.98,78420.66,,53.0,,28083.77358490566,,,,http://cuauhtemoc.properati.com.mx/peun_venta_departamento_cuauhtemoc_inventario-inmobiliario-8
161,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1902642,-86.8198375",9900000.0,MXN,9812768.36,521719.88,0.0,255.0,,38823.52941176471,,,,http://cancun.properati.com.mx/pqy1_venta_departamento_cancun_inter-brokers-business-realty
162,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",23000000.0,MXN,22797340.66,1212076.49,784.0,555.0,1546.015931122449,41441.44144144144,,,,http://miguel-hidalgo-df.properati.com.mx/nedf_venta_casa_miguel-hidalgo_invest-capital
163,sell,apartment,|Tláhuac|Distrito Federal|México|,"19.285943,-99.044333",672000.0,MXN,665920.77,35405.31,,50.0,,13440.0,,,,http://tlahuac.properati.com.mx/pvca_venta_departamento_tlahuac_la-turba_595_jorge-ramirez-linares
164,sell,house,|Benito Juárez|Distrito Federal|México|,"19.363311,-99.174883",8034000.0,MXN,7961322.25,423283.21,,270.0,,29755.555555555555,,,,http://benito-juarez.properati.com.mx/qayx_venta_casa_benito-juarez_calle-1_72_carolina-gonzalez
165,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.443592,-99.121407",898691.0,MXN,890561.03,47348.86,,43.0,,20899.79069767442,,,,http://venustiano-carranza.properati.com.mx/ppy1_venta_departamento_venustiano-carranza_inventario-inmobiliario-7
166,sell,house,|Tlalpan|Distrito Federal|México|,"19.271706,-99.149786",5250000.0,MXN,5202506.89,276604.03,,280.0,,18750.0,,,,http://valle-de-tepepan.properati.com.mx/n1py_venta_casa_valle-de-tepepan_prolongacion-abasolo_547_habitat-soluciones-inmobiliarias_b59
167,sell,store,|Iztapalapa|Distrito Federal|México|,"19.3540449,-99.0158775",1225000.0,MXN,1214206.04,64556.24,283.0,586.0,228.11392226148408,2090.443686006826,,,,http://iztapalapa.properati.com.mx/c086_venta_local_iztapalapa
168,sell,apartment,|Iztacalco|Distrito Federal|México|,"19.392349,-99.07093",1001836.0,MXN,992773.0,52783.21,,51.0,,19643.843137254906,,,,http://agricola-pantitlan.properati.com.mx/pe9x_venta_departamento_agricola-pantitlan_inmobiliarialuisa
169,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394073,-99.153915",4200000.0,MXN,4162005.63,221283.23,,115.0,,36521.739130434784,,,,http://benito-juarez.properati.com.mx/qvkp_venta_departamento_benito-juarez_heriberto-frias-estrene-hermoso-depto-de-115-m2-con-balcon-y-roof-garden_0_invest4-real-estate
170,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.380937,-99.179545",3741000.0,MXN,3708036.9,197146.87,,98.0,,38173.4693877551,,,,http://benito-juarez.properati.com.mx/rbfz_venta_departamento_benito-juarez_baltimore_76_federico-mendoza
171,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.39252,-99.127991",6731457.0,MXN,6670562.42,354656.8,,140.0,,48081.83571428571,,,,http://cuauhtemoc.properati.com.mx/o9sd_venta_departamento_cuauhtemoc_cozumel-ultimos-3-hermosos-deptos-en-pre-venta-en-magnifico-desarrollo_0_invest4-real-estate
172,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.345565,-99.238601",15000000.0,MXN,14864305.82,790297.25,,800.0,,18750.0,,,,http://lomas-de-las-aguilas.properati.com.mx/4wgj_venta_casa_lomas-de-las-aguilas_calzada-de-las-aguilas_0
173,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.457011,-99.14",989000.0,MXN,980053.19,52106.93,,45.0,,21977.777777777777,,,,http://cuauhtemoc.properati.com.mx/lv1o_venta_departamento_cuauhtemoc_lerdo_228_cci-tu-hogar-inmobiliaria
174,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.363542,-99.224084",882000.0,MXN,874021.02,46469.47,,64.0,,13781.25,,,,http://alvaro-obregon.properati.com.mx/pd0h_venta_departamento_alvaro-obregon_rinconada-de-centenario_28_javier-perez-rodriguez
175,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1903799,-86.8190064",4300000.0,MXN,4262111.42,226605.6,8000.0,170.0,28.3257,25294.117647058825,,,,http://cancun.properati.com.mx/o6qw_venta_departamento_cancun_5-realty
176,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3562954884,-99.2755937576",7300000.0,MXN,7235677.72,384702.54,114.0,114.0,3374.583684210526,64035.08771929824,,,,http://cuajimalpa-de-morelos.properati.com.mx/q3wx_venta_departamento_cuajimalpa-de-morelos_blue-real-estate
177,sell,house,|Iztacalco|Distrito Federal|México|,,4400000.0,MXN,4361230.34,231875.5,200.0,450.0,1159.3775,9777.777777777776,,,,http://agricola-oriental.properati.com.mx/ex61_venta_casa_agricola-oriental
178,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.439636,-99.166401",1350000.0,MXN,1337787.47,71126.75,,63.0,,21428.571428571428,,,,http://cuauhtemoc.properati.com.mx/oae9_venta_departamento_cuauhtemoc_pimentel_87_alejandra-sanchez_c9s
179,sell,house,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",6250000.0,MXN,6194929.5,329368.61,299.0,450.0,1101.5672575250835,13888.888888888889,,,,http://cancun.properati.com.mx/iw7j_venta_casa_cancun
180,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.382768,-99.165454",1470000.0,MXN,1456701.96,77449.13,,90.0,,16333.333333333334,,,,http://benito-juarez.properati.com.mx/qzae_venta_departamento_benito-juarez_angel-urraza_834_roberto-saavedra
181,sell,store,|Álvaro Obregón|Distrito Federal|México|,"19.355709,-99.174092",4950000.0,MXN,4905220.87,260798.09,,212.0,,23349.056603773584,,,,http://axotla.properati.com.mx/j1v2_venta_local_axotla_avenida-universidad_1409
182,sell,house,|Tlalpan|Distrito Federal|México|,"19.2676554,-99.1668751",5900000.0,MXN,5848013.48,310923.97,380.0,350.0,818.2209736842104,16857.14285714286,,,,http://tlalpan.properati.com.mx/pbg9_venta_casa_tlalpan_villela-y-asociados
183,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.402799,-99.151853",1630000.0,MXN,1615637.54,85899.33,,60.0,,27166.666666666668,,,,http://benito-juarez.properati.com.mx/qx2m_venta_departamento_benito-juarez_peten_38_jose-maria
184,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",550000.0,USD,10344675.0,550000.0,0.0,250.0,,2200.0,,,,http://cancun.properati.com.mx/bad0_venta_departamento_cancun
185,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.454332,-99.200287",1110000.0,MXN,1099958.5,58481.99,,67.0,,16567.16417910448,,,,http://miguel-hidalgo-df.properati.com.mx/pjfi_venta_departamento_miguel-hidalgo_felipe-carrillo-puerto_692_edith-diaz
